Ax,Ay,Az,Gx,Gy,Gz,Flow_X,Flow_Y,LiDar
322.45,-14.47,962.59,-4.15,1.22,-4.76,0,0,14
322.45,-14.47,962.59,-3.66,5.86,1.95,0,0,14
317.69,-18.31,962.4,3.91,1.95,0.73,0,0,14
317.69,-18.31,962.4,5.37,4.27,6.59,1,0,14
315.67,-18.68,961.49,2.08,4.03,0.24,2,0,14
315.67,-18.68,961.49,4.64,4.52,4.03,0,0,14
316.96,-17.94,959.84,-4.76,2.69,0.49,1,0,14
316.96,-17.94,959.84,3.42,6.96,8.06,0,0,14
324.46,-16.11,960.75,4.76,6.47,-6.59,0,2,14
324.46,-16.11,960.75,-1.34,10.25,8.06,0,0,14
327.58,-14.1,961.85,0.12,-2.2,2.56,0,0,14
327.58,-14.1,961.85,1.1,5,3.17,0,0,14
329.96,-10.25,958.56,-1.22,5.86,6.96,0,0,14
329.96,-10.25,958.56,-1.59,4.76,0.49,1,-1,14
328.86,-6.59,957.64,2.08,3.54,-3.05,0,0,14
328.86,-6.59,957.64,-2.93,11.11,2.81,1,0,14
332.15,-5.31,960.75,1.83,11.6,5.37,0,0,14
332.15,-5.31,960.75,1.95,6.47,-3.42,1,-1,14
328.31,-1.28,963.87,-2.56,3.66,-2.69,0,0,14
328.31,-1.28,963.87,-1.1,3.42,6.71,0,0,14
317.32,1.1,961.12,0.98,10.01,0.37,0,0,14
317.32,1.1,961.12,-2.44,11.96,0.85,0,1,14
317.32,1.1,961.12,-0.61,6.35,-2.2,0,0,14
317.32,1.1,961.12,0.12,6.84,-4.88,0,0,14
305.24,-10.8,959.84,0.49,9.64,-4.03,0,0,14
305.24,-10.8,959.84,-2.69,1.71,-5.98,0,0,14
302.49,-14.83,962.59,0.12,5.86,2.56,1,0,14
302.49,-14.83,962.59,5,17.46,5,0,0,14
305.6,-18.13,963.87,-7.57,8.06,6.96,0,0,14
305.6,-18.13,963.87,0.98,8.54,-2.69,0,0,14
316.96,-14.28,965.15,3.42,4.88,1.83,0,0,14
316.96,-14.28,965.15,-3.54,12.82,-3.3,0,0,14
319.34,-9.34,962.77,-0.85,8.54,0.24,0,0,14
316.77,-4.21,957.46,-2.08,5.62,5.62,0,0,14
316.77,-4.21,957.46,-4.27,9.89,-5.74,0,0,14
311.83,-6.59,955.08,5.62,3.17,6.59,0,0,14
311.83,-6.59,955.08,2.93,5.62,-0.73,0,0,14
307.98,-6.59,959.66,-3.78,-0.24,-5.49,0,0,14
307.98,-6.59,959.66,0.98,17.82,5.98,0,0,14
307.98,-6.59,959.66,-1.95,14.89,3.66,0,0,14
307.98,-6.59,959.66,-1.1,5.49,1.83,1,0,14
307.98,-6.59,959.66,-2.56,12.21,3.91,1,0,14
307.98,-6.59,959.66,-0.98,10.74,-6.84,0,0,14
304.69,-14.47,968.08,3.3,20.63,5.37,0,0,14
304.69,-14.47,968.08,-3.3,8.18,4.88,0,1,14
301.57,-10.8,965.15,-2.69,11.35,-6.1,0,1,14
301.57,-10.8,965.15,0.73,11.11,5.74,0,1,14
302.12,-4.76,963.87,-0.49,8.18,-0.98,0,0,13
302.12,-4.76,963.87,0,7.81,-0.37,0,0,14
297,-3.3,964.97,-0.37,8.54,1.46,0,0,14
297,-3.3,964.97,1.59,15.01,0.12,2,0,14
292.05,-2.56,961.49,1.71,12.33,1.46,3,0,14
292.05,-2.56,961.49,2.56,10.25,10.38,0,0,13
289.49,-6.41,964.42,-0.49,13.67,-2.81,2,0,14
289.49,-6.41,964.42,1.95,10.25,-6.23,2,1,14
281.07,-10.99,966.98,-3.78,10.62,-16.36,1,0,13
281.07,-10.99,966.98,0.12,11.6,3.05,0,0,14
278.87,-24.54,966.8,-2.44,15.01,-3.54,1,1,14
278.87,-24.54,966.8,1.22,9.03,10.74,1,0,14
276.31,-30.03,965.88,-0.98,11.47,-0.61,1,-1,14
276.31,-30.03,965.88,-1.22,16.97,-7.69,0,0,13
277.59,-31.31,967.71,3.3,10.38,-4.52,0,0,13
277.59,-31.31,967.71,7.57,11.11,-5.98,0,0,14
279.97,-26.55,971.19,5.13,14.16,-2.69,0,0,13
279.97,-26.55,971.19,-1.46,10.01,-1.59,0,0,13
281.07,-19.41,968.08,3.91,13.55,-0.98,0,0,14
281.07,-19.41,968.08,-8.54,11.35,-5.37,0,0,13
277.04,-4.58,968.63,0.24,13.43,-10.86,0,0,13
277.04,-4.58,968.63,-4.03,11.47,1.71,0,0,13
273.01,4.03,965.7,-5.25,11.23,-4.27,0,0,13
273.01,4.03,965.7,-1.71,10.86,4.64,0,0,14
271,11.72,966.61,0.37,14.65,0.73,0,1,13
271,11.72,966.61,-3.05,21.61,-0.49,1,1,13
265.32,13.73,969.36,-1.95,16.72,-4.76,0,0,13
267.52,14.28,972.47,1.71,21.24,1.71,0,0,13
267.52,14.28,972.47,-3.54,19.9,0.24,0,0,13
266.6,3.66,972.66,0.12,11.72,-1.83,1,0,13
266.6,3.66,972.66,3.42,17.09,0.24,1,-2,13
263.31,-10.99,972.66,-4.88,23.44,1.71,2,-1,13
263.31,-10.99,972.66,2.32,20.14,2.08,0,0,13
263.31,-10.99,972.66,6.23,17.33,1.1,3,-3,13
263.31,-10.99,972.66,2.69,21,1.1,2,-1,13
263.31,-10.99,972.66,-4.76,16.24,4.76,1,0,13
263.31,-10.99,972.66,-3.05,19.29,8.54,2,0,13
260.19,-24.9,972.66,-7.81,17.09,0.73,0,0,13
260.19,-24.9,972.66,-4.76,19.04,-4.27,1,1,13
256.71,-17.76,975.77,3.54,8.79,-1.34,1,-1,13
256.71,-17.76,975.77,-2.44,20.87,-7.81,1,0,13
252.14,-4.76,977.23,0.12,17.09,-2.69,0,0,13
252.14,-4.76,977.23,1.1,21.61,-0.85,0,0,13
238.95,7.87,973.75,-2.44,17.82,-2.69,0,0,13
238.95,7.87,973.75,-0.85,23.19,5.98,0,0,13
233.64,13.37,970.09,-4.88,15.63,1.34,0,0,13
233.64,13.37,970.09,2.93,21.36,-1.1,0,0,13
231.08,19.96,971.74,3.17,21.85,3.66,0,0,13
231.08,19.96,971.74,3.78,22.34,6.96,0,0,13
231.08,17.94,976.32,-3.54,18.07,-5,1,0,13
231.08,17.94,976.32,1.95,26.25,-5.86,0,0,13
238.04,3.66,976.14,-1.1,17.46,-4.15,0,-1,13
238.04,3.66,976.14,-3.42,15.01,-1.46,0,-1,13
238.77,-7.51,974.12,1.71,20.39,-6.71,1,0,12
238.77,-7.51,974.12,0.12,26.25,2.69,0,-1,13
230.71,-17.58,970.46,-2.08,24.54,-1.59,0,0,13
230.71,-17.58,970.46,-1.1,20.14,0.85,0,0,12
221.56,-23.99,974.85,1.1,17.82,-5.25,3,0,13
221.56,-23.99,974.85,4.76,20.14,7.93,3,-1,13
202.7,-24.17,979.25,1.1,24.9,-3.42,0,0,13
202.7,-24.17,979.25,-1.95,25.02,-1.46,3,-1,13
183.11,-15.93,979.8,-2.56,22.95,-9.52,3,0,13
183.11,-15.93,979.8,-4.03,24.78,-2.2,1,0,12
165.34,-10.8,979.98,-6.47,23.68,-4.39,0,0,13
165.34,-10.8,979.98,1.59,35.89,-3.17,0,0,12
155.82,-10.62,978.7,-3.05,21.12,4.39,0,0,13
155.82,-10.62,978.7,-4.03,20.63,1.71,0,0,13
157.65,-9.34,985.66,-1.1,18.8,-10.01,1,0,13
156.56,-14.1,987.67,0.98,21.12,4.03,0,0,13
156.56,-14.1,987.67,-2.32,22.22,2.08,0,-1,13
161.32,-24.9,987.85,0,22.58,-11.23,0,-1,13
161.32,-24.9,987.85,1.22,32.71,7.32,0,0,12
160.03,-35.34,984.01,-0.85,15.26,-6.35,2,-1,12
160.03,-35.34,984.01,-2.93,25.63,-11.35,0,0,12
160.03,-35.34,984.01,-1.95,24.78,-4.15,3,0,13
160.03,-35.34,984.01,-0.37,19.65,-1.95,2,0,12
160.03,-35.34,984.01,-8.79,18.8,-0.37,3,0,12
160.03,-35.34,984.01,-1.71,26.49,-3.05,0,0,12
119.93,-39.92,990.78,2.93,17.94,-3.78,1,0,12
119.93,-39.92,990.78,0.12,27.22,-4.76,1,0,12
106.02,-33.69,994.81,6.84,19.29,-0.24,2,0,13
106.02,-33.69,994.81,-1.95,28.44,-2.08,0,0,12
97.23,-20.14,994.26,-2.44,19.29,-3.3,0,0,12
97.23,-20.14,994.26,3.78,27.71,1.46,0,-1,12
83.5,-13.55,993.53,-1.95,25.15,-2.32,0,0,12
83.5,-13.55,993.53,0.85,22.46,5.74,0,-1,12
64.82,-10.07,995.18,2.93,24.66,8.06,0,0,12
64.82,-10.07,995.18,-1.46,21.97,3.54,0,-1,12
56.95,-1.83,997.38,4.15,20.39,-0.98,0,-1,12
56.95,-1.83,997.38,1.71,17.46,-6.47,0,1,12
57.5,-0.73,1003.05,-2.32,24.05,0.24,0,1,12
57.5,-0.73,1003.05,4.03,22.95,7.2,0,0,12
52,-2.01,1008.18,-3.54,17.46,-6.84,0,0,12
52,-2.01,1008.18,-4.88,15.38,1.46,0,2,12
45.04,-2.01,1005.43,-0.85,24.29,2.32,1,0,13
45.04,-2.01,1005.43,-3.42,17.58,4.03,0,0,13
43.95,-3.85,1006.16,1.34,21.85,-0.24,1,-1,13
43.95,-3.85,1006.16,0.24,18.8,-10.5,0,0,12
44.31,-7.87,1008.91,-3.78,16.36,0,4,-2,13
44.31,-7.87,1008.91,-3.66,20.39,4.27,3,-1,12
37.54,-12.08,1007.08,2.2,17.82,3.54,0,0,13
37.54,-12.08,1007.08,1.1,20.14,2.69,3,0,12
36.07,-15.01,1003.6,0.61,17.94,-9.16,5,0,12
36.07,-15.01,1003.6,-2.69,14.28,0.98,0,-1,13
39.37,-18.49,1004.33,0.98,16.6,0.85,1,-1,12
39.37,-18.49,1004.33,-6.84,19.53,-5.37,0,0,13
44.31,-14.65,1010.74,0.24,21.61,9.52,0,-1,13
44.31,-14.65,1010.74,-0.49,23.93,0.98,0,-1,12
38.27,-15.2,1012.39,1.59,12.82,1.95,0,0,13
36.8,-11.35,1007.63,-0.98,15.38,-2.93,0,0,13
36.8,-11.35,1007.63,5.62,14.04,-0.24,1,0,12
32.96,-6.96,1005.8,5.13,15.5,3.78,0,0,12
32.96,-6.96,1005.8,4.39,20.26,4.27,1,0,12
27.28,-2.75,1005.25,4.27,12.21,3.3,0,0,12
27.28,-2.75,1005.25,-1.59,11.96,-3.3,0,0,12
29.85,5.49,1003.97,-2.69,9.4,3.17,0,0,12
29.85,5.49,1003.97,-0.24,10.38,4.39,1,0,12
29.85,5.49,1003.97,-6.23,7.2,-3.66,0,-1,12
29.85,5.49,1003.97,0.37,11.47,-1.1,0,0,12
37.17,7.14,1009.64,-5.25,11.96,2.93,0,0,13
37.17,7.14,1009.64,-2.44,9.89,-5.62,0,-1,12
37.72,1.46,1006.35,-4.64,11.11,5.37,-1,0,12
37.72,1.46,1006.35,-1.59,17.09,-4.15,0,0,12
35.34,-12.45,1009.46,-0.24,9.64,0.85,0,0,11
35.34,-12.45,1009.46,2.2,12.82,6.1,-3,0,11
28.38,-23.25,1011.47,-2.81,17.7,0.24,-2,-2,11
28.38,-23.25,1011.47,0.85,10.5,-0.24,0,-2,11
23.99,-29.11,1012.76,1.71,16.11,-0.37,0,0,13
23.99,-29.11,1012.76,-5.62,14.04,3.05,-3,-2,11
22.34,-36.44,1012.94,-0.98,10.38,0.49,2,-2,12
22.34,-36.44,1012.94,2.93,12.33,-1.46,1,0,12
17.4,-43.4,1013.49,-4.76,14.28,1.83,0,0,11
17.4,-43.4,1013.49,1.46,13.67,3.66,0,0,12
-3.3,-35.71,1007.26,7.32,16.85,-2.08,1,0,12
-3.3,-35.71,1007.26,5.37,10.38,-3.42,0,1,12
-18.31,-41.2,1005.62,3.78,8.79,3.54,0,0,11
-18.31,-41.2,1005.62,2.81,9.16,5.25,0,0,11
-5.68,-33.33,1010.56,-3.78,13.79,1.71,0,0,12
-5.68,-33.33,1010.56,7.57,21.85,6.71,0,0,12
-12.45,-28.2,1014.22,1.83,10.01,5.49,0,0,12
-12.45,-28.2,1014.22,4.27,12.7,4.64,1,-1,12
-10.44,-24.17,1017.88,-2.93,6.23,4.52,0,0,12
-10.44,-24.17,1017.88,3.17,8.18,5.37,0,-1,12
2.38,-7.32,1014.22,-1.83,9.03,5.49,1,0,11
2.38,-7.32,1014.22,-1.46,11.47,2.32,0,0,12
-1.28,3.66,1011.47,6.23,11.96,-2.2,0,0,11
-1.28,3.66,1011.47,5.49,14.77,11.6,0,2,11
-11.17,13,1008.73,0.85,15.87,5.49,1,2,12
-11.17,13,1008.73,0.12,12.21,-0.85,0,0,11
-3.66,17.58,1011.47,0,8.06,-13.31,0,0,11
-17.94,14.47,1018.25,6.23,7.45,-5.49,0,0,11
-17.94,14.47,1018.25,-3.3,4.88,-2.81,1,0,11
-10.62,8.61,1021.36,0.73,15.14,3.78,1,-1,11
-10.62,8.61,1021.36,-1.95,15.38,-5.49,0,0,11
-16.3,7.32,1020.63,2.81,12.08,2.56,0,0,10
-16.3,7.32,1020.63,0,11.96,-2.93,0,0,12
-18.49,3.3,1013.67,4.88,13.06,5.49,0,0,11
-18.49,3.3,1013.67,0.24,1.95,1.95,-1,-1,11
-18.49,3.3,1013.67,-0.61,12.7,1.59,3,-1,11
-18.49,3.3,1013.67,-4.52,5.74,-12.57,0,0,11
19.41,-12.45,1013.67,2.32,2.81,2.32,4,-1,11
19.41,-12.45,1013.67,1.59,3.78,10.74,4,0,11
34.79,-16.48,1015.32,1.95,8.06,5.37,4,0,11
34.79,-16.48,1015.32,-6.47,4.88,-8.67,0,0,10
24.35,-7.51,1008.36,7.08,16.6,-4.39,0,0,11
24.35,-7.51,1008.36,-0.61,8.91,0.37,1,0,11
21.97,-10.8,1002.69,-0.49,6.71,2.08,0,0,11
21.97,-10.8,1002.69,1.1,8.54,8.67,0,-1,11
15.93,-11.72,997.92,4.15,9.52,-3.3,0,0,11
15.93,-11.72,997.92,-3.66,8.06,-6.84,0,-1,11
-1.65,-8.79,1006.53,1.1,10.62,-11.96,0,-1,11
-1.65,-8.79,1006.53,2.81,17.09,-5.98,0,0,11
-9.89,-15.75,1014.77,-3.17,2.44,-4.64,0,0,11
-9.89,-15.75,1014.77,0.24,6.23,-6.1,0,0,11
5.68,-16.48,1016.05,-0.24,11.35,-1.34,0,0,11
5.68,-16.48,1016.05,2.32,14.16,-11.72,1,0,11
17.4,-24.35,1009.46,0.98,17.09,0.37,0,-1,11
17.4,-24.35,1009.46,0.98,11.96,-1.46,0,0,11
20.14,-29.48,1002.14,3.66,9.16,0.37,1,0,11
20.14,-29.48,1002.14,-1.34,7.45,-10.99,1,0,10
7.51,-22.52,1006.16,-2.44,6.71,-5.25,0,0,11
7.51,-22.52,1006.16,4.64,4.52,-11.11,1,0,10
55.66,-18.49,1006.9,-1.46,6.59,-4.15,0,0,11
55.66,-18.49,1006.9,0.49,15.38,-6.35,1,0,11
40.83,2.93,1006.9,2.81,10.13,-6.84,1,0,11
40.83,2.93,1006.9,2.69,9.4,-9.89,0,0,11
20.51,-14.65,1007.08,-1.1,12.08,-11.11,0,0,10
20.51,-14.65,1007.08,-5.98,6.59,-4.39,0,0,11
20.32,0,1008.54,3.05,7.45,-0.49,0,0,11
20.32,0,1008.54,0,10.99,-13.67,0,0,11
42.48,-28.02,1010.19,1.34,7.08,4.64,-1,0,11
42.48,-28.02,1010.19,2.69,5.98,-0.24,0,0,11
42.48,-28.02,1010.19,-0.24,10.86,0.12,0,0,11
27.65,-20.69,1016.42,5.37,3.3,-7.32,0,0,11
27.65,-20.69,1016.42,-3.91,2.93,-11.35,0,0,11
25.09,-32.78,1009.09,2.81,3.91,-5.98,0,0,10
25.09,-32.78,1009.09,2.32,12.57,-11.84,1,0,10
4.94,-26.37,1012.76,1.22,5.74,5.98,0,-1,11
4.94,-26.37,1012.76,4.27,10.13,-3.3,0,-1,11
4.94,-26.37,1012.76,-0.85,2.32,-0.98,-2,-1,11
4.94,-26.37,1012.76,-2.32,18.68,3.05,0,0,11
5.68,-23.99,1007.26,-2.2,8.06,-2.08,1,-1,10
5.68,-23.99,1007.26,-1.71,1.95,-16.72,3,-1,10
27.28,-20.14,1000.67,2.69,9.52,6.84,1,-1,10
27.28,-20.14,1000.67,6.59,8.42,-0.98,0,0,11
34.61,-14.28,1008.54,-0.73,9.64,-5.13,3,-1,10
34.61,-14.28,1008.54,-3.17,9.89,-6.84,0,-1,10
39,-9.52,1006.9,-3.78,6.35,0.98,0,-1,11
39,-9.52,1006.9,7.57,10.74,-2.69,0,0,10
26.92,-11.35,1006.35,1.83,11.23,-0.61,0,0,10
26.92,-11.35,1006.35,-2.2,6.71,-5.25,0,0,10
32.59,-11.17,1001.95,-1.71,8.42,1.46,1,-1,10
32.59,-11.17,1001.95,-1.59,7.57,-7.2,0,0,11
32.41,-14.1,1008.36,-3.91,12.57,0.49,0,0,10
32.41,-14.1,1008.36,0.37,12.94,4.39,1,0,10
26.92,-25.63,1011.11,7.08,15.14,2.93,0,0,10
26.92,-25.63,1011.11,2.08,10.38,3.91,1,0,10
27.83,-22.34,1011.84,-2.93,11.6,12.08,0,0,9
27.83,-22.34,1011.84,3.3,13.31,-0.98,0,0,10
17.03,-26.18,1003.05,-10.62,1.34,-8.06,1,0,11
17.03,-26.18,1003.05,0.12,3.3,-1.59,0,0,9
-5.86,-17.03,1176.09,-4.88,10.74,-2.08,0,0,11
-5.86,-17.03,1176.09,-6.35,9.77,1.34,0,0,10
-5.86,-17.03,1176.09,3.66,5.37,-8.79,0,0,10
-5.86,-17.03,1176.09,1.46,15.01,5.86,0,0,10
-170.1,37.72,915.34,-4.76,4.39,6.84,0,0,10
-170.1,37.72,915.34,-4.03,7.93,2.32,0,0,10
-236.02,4.21,1023.01,-10.5,-4.15,3.3,0,0,10
-236.02,4.21,1023.01,-9.64,8.3,-7.93,0,0,10
-91,113.16,1010.93,-2.32,-1.83,-6.23,0,0,10
-91,113.16,1010.93,-1.59,0.37,-3.05,0,0,10
-205.99,19.41,1019.53,-1.95,5.37,-5.86,0,0,10
-205.99,19.41,1019.53,-7.08,-1.22,-0.98,0,0,11
-247.01,-25.45,1029.05,-4.27,6.84,1.34,0,0,10
-139.89,22.71,1008.73,-1.95,-1.71,3.66,0,0,11
-139.89,22.71,1008.73,-1.34,3.54,-2.81,0,-1,10
-177.8,-66.47,1041.5,1.1,-0.49,-7.08,0,0,10
-177.8,-66.47,1041.5,-10.38,1.1,-4.15,0,-2,10
-191.71,-78.92,982.36,-3.78,-0.98,-9.52,1,-1,10
-191.71,-78.92,982.36,-5.86,-0.98,-4.76,1,-2,10
-191.71,-78.92,982.36,-3.3,0,-7.69,0,0,10
-191.71,-78.92,982.36,4.64,-0.24,-5.25,0,-2,11
-153.63,-110.41,1029.42,0.24,-3.3,-1.71,0,0,10
-153.63,-110.41,1029.42,-3.66,-4.39,-6.1,0,0,10
-143.74,-71.23,1003.23,3.3,-2.32,-4.27,0,0,11
-143.74,-71.23,1003.23,0.12,1.83,9.28,0,0,10
-117.92,-47.79,994.81,-2.32,-7.81,1.59,0,0,10
-117.92,-47.79,994.81,-3.17,3.91,4.64,0,0,11
-82.21,-8.24,1009.83,-0.73,0.24,3.05,0,0,10
-82.21,-8.24,1009.83,7.08,4.15,-1.95,0,0,10
-76.9,23.25,1017.7,1.1,-0.24,2.2,0,0,10
-76.9,23.25,1017.7,2.08,2.56,-0.73,0,0,10
-49.8,23.07,1015.14,-0.85,3.54,-1.1,0,0,11
-49.8,23.07,1015.14,0.85,3.54,-1.95,1,-1,10
-15.93,16.48,1008.18,0,-0.49,-4.52,0,0,10
-15.93,16.48,1008.18,-6.96,4.39,-9.28,0,0,11
14.65,-1.28,1004.7,-6.35,1.34,-1.71,0,1,10
14.65,-1.28,1004.7,-5.13,-2.44,5.37,1,0,10
30.4,-26.37,1012.02,1.83,0.24,2.93,0,0,10
30.4,-26.37,1012.02,0.73,6.71,0.85,0,0,10
56.03,-38.82,1019.53,1.71,-4.64,-2.93,0,0,10
56.03,-38.82,1019.53,-0.85,-0.61,-1.22,0,-1,10
65.55,-61.71,1015.5,1.22,-0.98,6.96,-1,0,11
65.55,-61.71,1015.5,0.12,-1.95,-2.56,0,0,11
65.55,-65.73,1008.91,2.93,2.32,3.91,0,1,9
65.55,-65.73,1008.91,-0.61,1.22,5.98,0,0,10
68.66,-53.28,1006.71,0.85,6.35,4.39,0,1,10
68.66,-53.28,1006.71,0.37,-3.54,-2.93,1,0,10
55.66,-47.97,1013.67,3.17,2.93,2.69,0,0,11
55.66,-47.97,1013.67,-4.64,3.42,-5,1,0,10
41.38,-33.14,1020.81,4.15,-0.98,-6.96,0,-2,11
41.38,-33.14,1020.81,0.49,1.83,-5.98,-1,0,10
30.03,-6.59,1016.97,-6.84,-3.05,-0.73,0,0,10
30.03,-6.59,1016.97,-1.34,1.71,0.24,0,-1,10
23.99,3.66,1013.49,2.69,0.98,-1.83,-1,-1,10
17.58,17.58,1013.67,-1.34,1.1,-6.23,0,1,11
17.58,17.58,1013.67,5.25,10.5,3.17,0,0,10
17.76,27.47,1012.21,-1.95,5.74,-5.13,0,0,10
17.76,27.47,1012.21,1.22,4.27,8.06,0,0,10
17.76,18.13,1026.31,-5.25,0.85,4.76,0,0,10
17.76,18.13,1026.31,0.85,9.03,-1.83,0,0,10
17.76,18.13,1026.31,-3.42,0.49,1.1,0,0,10
17.76,18.13,1026.31,1.95,10.74,0.73,0,0,10
17.76,18.13,1026.31,2.08,-2.2,0.73,0,0,10
17.76,18.13,1026.31,2.56,6.23,4.52,0,1,10
91.37,-55.48,1002.5,0,3.3,-7.08,0,0,10
91.37,-55.48,1002.5,-1.46,3.54,3.17,0,0,10
82.03,-63.54,1007.45,-1.22,5,4.52,0,0,10
82.03,-63.54,1007.45,7.08,-2.2,0.61,0,0,10
66.1,-82.03,1031.8,-0.73,9.52,-6.84,-1,1,10
66.1,-82.03,1031.8,5.74,-1.83,-0.49,0,0,10
60.61,-76.72,1047,-2.69,3.66,0.12,0,1,10
60.61,-76.72,1047,-0.37,2.69,-5.49,0,1,10
48.34,-72.88,1043.33,5,13.67,-1.95,0,0,10
48.34,-72.88,1043.33,1.83,0.98,-5,0,0,10
51.64,-59.33,1034,8.79,11.72,-1.83,0,0,11
51.64,-59.33,1034,0.85,14.16,-4.15,0,0,10
47.42,-46.88,1024.48,2.69,8.79,6.71,-1,0,10
47.42,-46.88,1024.48,6.47,15.38,-2.44,0,0,10
44.68,-39,1019.17,-1.95,13.18,0,0,0,10
44.68,-39,1019.17,4.15,9.28,13.92,0,0,10
38.27,-17.4,1012.02,-2.44,10.86,-2.93,0,0,10
38.27,-17.4,1012.02,-0.98,6.84,1.34,0,1,10
11.17,-5.68,1020.45,5.13,5.37,2.32,-1,0,10
11.17,-5.68,1020.45,-2.93,10.25,3.54,0,0,10
-2.2,-20.69,1029.24,-1.1,15.26,-4.15,1,0,10
-2.2,-20.69,1029.24,-1.1,15.38,-0.85,0,0,10
-4.39,-15.93,1028.5,-0.98,18.92,3.05,1,0,10
-4.39,-15.93,1028.5,-2.56,12.33,4.64,0,0,10
7.51,-22.89,1015.5,4.39,11.47,3.91,2,0,10
7.51,-22.89,1015.5,0.98,13.67,4.27,1,2,10
19.96,-31.31,1009.09,0.12,16.6,-2.2,2,2,10
19.96,-31.31,1009.09,-1.34,10.25,1.34,2,2,10
18.13,-29.3,1008.18,2.69,13.06,11.11,0,0,10
18.13,-29.3,1008.18,1.22,16.72,3.42,1,3,10
28.56,-37.35,1009.83,0,12.57,9.89,0,0,10
15.56,-36.8,1014.04,-4.64,14.65,-0.98,0,1,10
15.56,-36.8,1014.04,-2.81,10.01,5.86,0,0,10
11.54,-38.09,1020.26,-9.16,16.85,-4.64,0,0,10
11.54,-38.09,1020.26,1.95,15.14,-1.83,1,0,10
-0.55,-30.76,1023.56,4.88,17.46,6.23,0,0,9
-0.55,-30.76,1023.56,1.34,14.53,4.76,0,1,10
-0.55,-30.76,1023.56,1.34,15.38,-7.08,0,0,10
-0.55,-30.76,1023.56,-1.83,16.36,4.88,1,0,10
-0.55,-30.76,1023.56,-5.62,11.96,-0.85,0,0,10
-0.55,-30.76,1023.56,-0.49,13.79,0.24,0,1,10
-20.32,-20.14,1012.02,1.83,17.58,-5.86,0,0,11
-20.32,-20.14,1012.02,0,16.48,11.72,0,0,11
-32.41,-16.66,1005.43,-3.17,15.75,2.32,0,1,10
-32.41,-16.66,1005.43,-1.46,17.94,16.24,0,0,10
-40.47,-13.37,1001.95,2.81,24.66,9.28,0,1,10
-40.47,-13.37,1001.95,0,20.63,-0.98,0,0,11
-38.27,-23.07,1004.88,5.37,16.6,7.45,0,0,9
-38.27,-23.07,1004.88,-2.56,21.73,10.74,0,0,11
-55.3,-31.86,1007.63,0.85,14.16,7.32,0,0,10
-55.3,-31.86,1007.63,0.61,17.94,2.81,0,0,10
-50.17,-35.34,1011.84,2.81,11.72,-4.88,0,0,11
-50.17,-35.34,1011.84,1.83,15.87,9.89,2,0,10
-61.71,-40.28,1013.67,-0.61,13.92,0.37,2,0,10
-61.71,-40.28,1013.67,4.03,13.18,5.49,4,0,10
-69.21,-45.41,1008.73,3.17,22.46,8.18,0,0,10
-69.21,-45.41,1008.73,-0.49,18.8,4.88,3,0,10
-72.33,-45.78,1005.43,2.93,15.87,11.72,0,0,11
-72.33,-45.78,1005.43,1.22,17.46,4.03,1,-2,11
-60.42,-51.27,999.76,3.05,19.04,-1.59,1,-1,10
-60.42,-51.27,999.76,2.2,20.51,3.66,0,0,10
-91.19,-55.11,991.52,0.85,17.46,-3.42,0,-1,11
-91.19,-55.11,991.52,5.13,22.09,3.3,0,0,10
-76.35,-53.1,1001.77,-5.86,25.63,1.71,1,0,11
-76.35,-53.1,1001.77,3.78,21.85,-4.03,0,0,10
-93.93,-49.8,1007.81,1.22,17.94,4.52,1,0,10
-93.93,-49.8,1007.81,-0.37,21.24,4.88,1,0,11
-86.24,-42.48,1010.56,-0.49,21.36,-3.17,0,2,10
-86.24,-42.48,1010.56,-4.76,16.11,6.71,1,2,11
-83.86,-22.16,1013.67,0,17.58,0.85,0,0,11
-83.86,-22.16,1013.67,1.83,18.55,-1.71,0,2,11
-84.23,-4.39,1007.26,-3.3,17.7,2.81,0,2,10
-85.33,9.52,1003.6,2.56,25.27,9.28,3,1,11
-85.33,9.52,1003.6,2.2,20.14,1.95,0,0,10
-82.58,33.14,992.8,3.3,22.09,2.32,2,0,11
-82.58,33.14,992.8,0.37,22.22,12.08,3,0,11
-72.51,40.28,988.95,-5.62,22.46,5.98,3,0,11
-72.51,40.28,988.95,-0.98,18.8,0.12,0,-1,10
-85.14,39.73,986.02,-1.95,23.56,4.27,0,0,12
-85.14,39.73,986.02,0.85,29.05,10.86,1,0,12
-85.14,39.73,986.02,-1.83,25.51,5.62,1,0,12
-85.14,39.73,986.02,-7.69,25.39,3.17,1,0,11
-105.47,20.87,987.85,-4.88,19.78,5.37,0,0,11
-105.47,20.87,987.85,-0.98,24.17,2.2,1,-1,10
-110.41,7.14,993.16,-6.59,20.63,14.04,0,0,11
-110.41,7.14,993.16,-4.03,16.48,2.2,1,0,11
-131.47,-5.31,998.29,-0.98,19.04,-1.59,1,0,10
-131.47,-5.31,998.29,0.49,18.43,1.71,0,0,11
-140.44,-17.76,996.83,2.32,25.39,9.16,0,2,12
-140.44,-17.76,996.83,-7.45,24.29,-1.95,3,1,11
-162.23,-21.24,986.94,1.46,25.39,4.76,3,1,11
-162.23,-21.24,986.94,-7.2,15.75,-0.24,0,0,11
-155.09,-45.41,991.88,-2.93,24.54,-2.08,3,0,12
-155.09,-45.41,991.88,1.59,20.39,4.27,5,0,11
